1         ,list128k.txt      ,36.697266           
1         ,list128k.txt      ,41.650635           
1         ,list128k.txt      ,37.676025           
1         ,list128k.txt      ,37.895996           
1         ,list128k.txt      ,40.099365           
1         ,list128k.txt      ,39.663818           
1         ,list128k.txt      ,38.185059           
1         ,list128k.txt      ,38.184082           
1         ,list128k.txt      ,38.738037           
1         ,list128k.txt      ,39.336182           
2         ,list128k.txt      ,76.548096           
2         ,list128k.txt      ,74.277832           
2         ,list128k.txt      ,75.332031           
2         ,list128k.txt      ,75.446045           
2         ,list128k.txt      ,79.739014           
2         ,list128k.txt      ,76.512939           
2         ,list128k.txt      ,71.468750           
2         ,list128k.txt      ,76.018066           
2         ,list128k.txt      ,75.833984           
2         ,list128k.txt      ,76.652100           
3         ,list128k.txt      ,108.365967          
3         ,list128k.txt      ,104.735107          
3         ,list128k.txt      ,109.392090          
3         ,list128k.txt      ,103.181885          
3         ,list128k.txt      ,102.264160          
3         ,list128k.txt      ,107.861084          
3         ,list128k.txt      ,107.800049          
3         ,list128k.txt      ,101.540039          
3         ,list128k.txt      ,106.057373          
3         ,list128k.txt      ,103.486084          
4         ,list128k.txt      ,127.309082          
4         ,list128k.txt      ,136.340088          
4         ,list128k.txt      ,137.660156          
4         ,list128k.txt      ,134.552979          
4         ,list128k.txt      ,124.739014          
4         ,list128k.txt      ,129.712891          
4         ,list128k.txt      ,131.704834          
4         ,list128k.txt      ,129.925049          
4         ,list128k.txt      ,139.302979          
4         ,list128k.txt      ,130.232178          
1         ,list256k.txt      ,40.489990           
1         ,list256k.txt      ,42.157959           
1         ,list256k.txt      ,37.087158           
1         ,list256k.txt      ,41.130859           
1         ,list256k.txt      ,42.787109           
1         ,list256k.txt      ,41.419189           
1         ,list256k.txt      ,42.535889           
1         ,list256k.txt      ,38.345947           
1         ,list256k.txt      ,39.114014           
1         ,list256k.txt      ,40.072266           
2         ,list256k.txt      ,85.713867           
2         ,list256k.txt      ,85.819824           
2         ,list256k.txt      ,85.819092           
2         ,list256k.txt      ,86.216797           
2         ,list256k.txt      ,86.267090           
2         ,list256k.txt      ,86.176758           
2         ,list256k.txt      ,84.941162           
2         ,list256k.txt      ,86.692871           
2         ,list256k.txt      ,85.217041           
2         ,list256k.txt      ,86.979004           
3         ,list256k.txt      ,116.475830          
3         ,list256k.txt      ,120.602783          
3         ,list256k.txt      ,116.634033          
3         ,list256k.txt      ,121.227051          
3         ,list256k.txt      ,114.852783          
3         ,list256k.txt      ,121.380859          
3         ,list256k.txt      ,116.084961          
3         ,list256k.txt      ,119.898926          
3         ,list256k.txt      ,120.260986          
3         ,list256k.txt      ,121.990967          
4         ,list256k.txt      ,138.592041          
4         ,list256k.txt      ,140.988037          
4         ,list256k.txt      ,144.420166          
4         ,list256k.txt      ,140.701904          
4         ,list256k.txt      ,148.226074          
4         ,list256k.txt      ,146.453857          
4         ,list256k.txt      ,144.821045          
4         ,list256k.txt      ,147.835205          
4         ,list256k.txt      ,142.797119          
4         ,list256k.txt      ,139.749268          
1         ,list512k.txt      ,44.213135           
1         ,list512k.txt      ,43.355957           
1         ,list512k.txt      ,47.720947           
1         ,list512k.txt      ,48.930176           
1         ,list512k.txt      ,48.351074           
1         ,list512k.txt      ,48.979980           
1         ,list512k.txt      ,42.847900           
1         ,list512k.txt      ,48.861084           
1         ,list512k.txt      ,43.583252           
1         ,list512k.txt      ,46.861084           
2         ,list512k.txt      ,87.612305           
2         ,list512k.txt      ,88.680908           
2         ,list512k.txt      ,85.728027           
2         ,list512k.txt      ,85.663086           
2         ,list512k.txt      ,89.289795           
2         ,list512k.txt      ,86.396973           
2         ,list512k.txt      ,87.974121           
2         ,list512k.txt      ,83.540771           
2         ,list512k.txt      ,84.012939           
2         ,list512k.txt      ,86.843994           
3         ,list512k.txt      ,118.225098          
3         ,list512k.txt      ,119.932373          
3         ,list512k.txt      ,119.298096          
3         ,list512k.txt      ,122.433105          
3         ,list512k.txt      ,120.885010          
3         ,list512k.txt      ,116.371338          
3         ,list512k.txt      ,120.843994          
3         ,list512k.txt      ,112.811768          
3         ,list512k.txt      ,116.938965          
3         ,list512k.txt      ,122.347168          
4         ,list512k.txt      ,161.097900          
4         ,list512k.txt      ,156.504150          
4         ,list512k.txt      ,155.826172          
4         ,list512k.txt      ,159.598145          
4         ,list512k.txt      ,158.426025          
4         ,list512k.txt      ,158.295166          
4         ,list512k.txt      ,156.049805          
4         ,list512k.txt      ,159.615234          
4         ,list512k.txt      ,158.338135          
4         ,list512k.txt      ,157.550781          
1         ,list1024k.txt     ,53.756836           
1         ,list1024k.txt     ,406.529053          
1         ,list1024k.txt     ,440.020996          
1         ,list1024k.txt     ,88.847168           
1         ,list1024k.txt     ,404.125732          
1         ,list1024k.txt     ,55.957031           
1         ,list1024k.txt     ,52.630859           
1         ,list1024k.txt     ,56.705078           
1         ,list1024k.txt     ,55.800049           
1         ,list1024k.txt     ,383.443848          
2         ,list1024k.txt     ,514.445068          
2         ,list1024k.txt     ,107.434082          
2         ,list1024k.txt     ,416.344727          
2         ,list1024k.txt     ,516.914062          
2         ,list1024k.txt     ,408.033203          
