Affinity  , # nodes   , time                
1         , 2097152   , 133.354004          
1         , 2097152   , 133.457031          
1         , 2097152   , 132.359131          
1         , 2097152   , 134.380127          
1         , 2097152   , 135.683105          
1         , 2097152   , 133.638184          
1         , 2097152   , 135.588867          
1         , 2097152   , 131.589111          
1         , 2097152   , 134.968994          
1         , 2097152   , 129.096191          
1         , 2097152   , 134.100098          
1         , 2097152   , 132.801025          
1         , 2097152   , 130.051025          
1         , 2097152   , 133.485107          
1         , 2097152   , 132.116211          
1         , 2097152   , 131.723877          
1         , 2097152   , 133.719971          
1         , 2097152   , 133.808838          
2         , 2097152   , 93.302979           
2         , 2097152   , 92.587158           
2         , 2097152   , 94.189941           
2         , 2097152   , 97.087891           
2         , 2097152   , 94.745117           
2         , 2097152   , 96.195801           
2         , 2097152   , 96.750977           
2         , 2097152   , 95.507080           
2         , 2097152   , 98.056885           
2         , 2097152   , 95.286865           
2         , 2097152   , 92.221924           
2         , 2097152   , 96.469238           
2         , 2097152   , 97.166992           
2         , 2097152   , 96.877197           
2         , 2097152   , 93.072021           
2         , 2097152   , 93.995850           
2         , 2097152   , 97.484131           
2         , 2097152   , 92.160156           
2         , 2097152   , 93.686768           
2         , 2097152   , 93.493896           
2         , 2097152   , 91.395752           
2         , 2097152   , 94.484863           
2         , 2097152   , 97.583008           
2         , 2097152   , 96.604004           
2         , 2097152   , 96.554932           
3         , 2097152   , 144.742920          
3         , 2097152   , 145.058838          
3         , 2097152   , 140.125000          
3         , 2097152   , 140.862793          
3         , 2097152   , 140.177002          
3         , 2097152   , 143.914062          
3         , 2097152   , 143.359863          
3         , 2097152   , 141.354980          
3         , 2097152   , 145.683105          
3         , 2097152   , 142.362793          
3         , 2097152   , 143.603027          
3         , 2097152   , 146.096924          
3         , 2097152   , 145.168945          
3         , 2097152   , 142.903076          
3         , 2097152   , 140.890869          
3         , 2097152   , 136.688965          
3         , 2097152   , 141.924072          
3         , 2097152   , 137.701172          
3         , 2097152   , 136.104004          
3         , 2097152   , 142.561035          
3         , 2097152   , 137.703125          
3         , 2097152   , 136.087891          
3         , 2097152   , 145.088867          
3         , 2097152   , 143.721191          
3         , 2097152   , 141.154053          
4         , 2097152   , 157.554932          
4         , 2097152   , 157.670898          
4         , 2097152   , 159.523926          
4         , 2097152   , 155.185791          
4         , 2097152   , 149.355957          
4         , 2097152   , 150.503906          
4         , 2097152   , 155.018799          
4         , 2097152   , 152.843994          
4         , 2097152   , 154.940186          
4         , 2097152   , 156.251953          
4         , 2097152   , 152.193115          
4         , 2097152   , 156.466064          
4         , 2097152   , 154.224365          
4         , 2097152   , 153.153076          
4         , 2097152   , 155.344971          
4         , 2097152   , 158.640137          
4         , 2097152   , 159.322021          
4         , 2097152   , 160.126709          
4         , 2097152   , 154.565186          
4         , 2097152   , 155.285645          
4         , 2097152   , 153.287109          
4         , 2097152   , 154.703125          
4         , 2097152   , 157.514160          
4         , 2097152   , 155.764893          
4         , 2097152   , 158.981934          
1         , 4194304   , 296.810791          
1         , 4194304   , 291.812012          
1         , 4194304   , 302.465820          
1         , 4194304   , 299.751953          
1         , 4194304   , 300.410889          
1         , 4194304   , 299.812012          
1         , 4194304   , 299.357910          
1         , 4194304   , 297.938721          
1         , 4194304   , 303.318115          
1         , 4194304   , 299.460938          
1         , 4194304   , 301.955078          
1         , 4194304   , 297.640625          
1         , 4194304   , 288.684082          
1         , 4194304   , 294.229004          
1         , 4194304   , 296.485107          
1         , 4194304   , 295.746826          
1         , 4194304   , 290.149902          
1         , 4194304   , 288.864990          
1         , 4194304   , 287.952881          
1         , 4194304   , 284.492188          
1         , 4194304   , 283.918945          
1         , 4194304   , 289.109863          
1         , 4194304   , 283.555908          
1         , 4194304   , 277.040039          
1         , 4194304   , 274.145996          
2         , 4194304   , 196.629150          
2         , 4194304   , 184.220215          
2         , 4194304   , 197.462158          
2         , 4194304   , 196.612793          
2         , 4194304   , 197.936035          
2         , 4194304   , 194.879883          
2         , 4194304   , 186.812012          
2         , 4194304   , 187.469238          
2         , 4194304   , 192.617188          
2         , 4194304   , 194.318115          
2         , 4194304   , 191.650879          
2         , 4194304   , 187.836914          
2         , 4194304   , 188.954102          
2         , 4194304   , 193.827881          
2         , 4194304   , 190.050049          
2         , 4194304   , 189.031006          
2         , 4194304   , 196.565674          
2         , 4194304   , 192.446045          
2         , 4194304   , 198.896973          
2         , 4194304   , 194.497070          
2         , 4194304   , 194.883301          
2         , 4194304   , 191.712158          
2         , 4194304   , 190.462891          
2         , 4194304   , 186.141846          
2         , 4194304   , 195.504883          
3         , 4194304   , 261.580078          
3         , 4194304   , 264.729980          
3         , 4194304   , 265.781006          
3         , 4194304   , 262.778809          
3         , 4194304   , 254.562988          
3         , 4194304   , 259.852051          
3         , 4194304   , 261.846924          
3         , 4194304   , 272.707031          
3         , 4194304   , 267.813965          
3         , 4194304   , 274.511230          
3         , 4194304   , 273.381104          
3         , 4194304   , 269.529785          
3         , 4194304   , 278.089111          
3         , 4194304   , 267.498047          
3         , 4194304   , 272.281982          
3         , 4194304   , 269.313965          
3         , 4194304   , 256.498779          
3         , 4194304   , 265.643799          
3         , 4194304   , 268.293945          
3         , 4194304   , 261.136963          
3         , 4194304   , 277.745117          
3         , 4194304   , 263.033691          
3         , 4194304   , 260.974365          
3         , 4194304   , 267.380127          
3         , 4194304   , 262.452881          
4         , 4194304   , 246.784912          
4         , 4194304   , 241.077881          
4         , 4194304   , 243.075684          
4         , 4194304   , 246.946045          
4         , 4194304   , 243.825195          
4         , 4194304   , 245.434082          
4         , 4194304   , 252.419922          
4         , 4194304   , 249.304932          
4         , 4194304   , 244.825195          
4         , 4194304   , 241.027100          
4         , 4194304   , 247.231934          
4         , 4194304   , 242.147949          
4         , 4194304   , 243.833008          
4         , 4194304   , 242.812012          
4         , 4194304   , 248.597168          
4         , 4194304   , 248.036865          
4         , 4194304   , 243.307129          
4         , 4194304   , 246.494873          
4         , 4194304   , 244.033936          
4         , 4194304   , 241.957275          
4         , 4194304   , 246.744141          
4         , 4194304   , 235.762939          
4         , 4194304   , 239.588867          
4         , 4194304   , 247.936035          
4         , 4194304   , 245.986816          
1         , 8388608   , 617.113037          
1         , 8388608   , 627.164795          
1         , 8388608   , 630.644043          
1         , 8388608   , 638.804199          
1         , 8388608   , 611.125000          
1         , 8388608   , 622.213867          
1         , 8388608   , 624.510986          
1         , 8388608   , 631.843994          
1         , 8388608   , 620.924072          
1         , 8388608   , 659.242920          
1         , 8388608   , 645.796143          
1         , 8388608   , 621.674805          
1         , 8388608   , 667.427979          
1         , 8388608   , 643.618164          
1         , 8388608   , 648.164062          
1         , 8388608   , 635.663086          
1         , 8388608   , 625.075928          
1         , 8388608   , 657.443115          
1         , 8388608   , 610.461182          
1         , 8388608   , 609.689941          
1         , 8388608   , 608.072021          
1         , 8388608   , 609.010986          
1         , 8388608   , 624.653076          
1         , 8388608   , 638.178955          
1         , 8388608   , 609.325928          
2         , 8388608   , 402.593750          
2         , 8388608   , 407.098145          
2         , 8388608   , 412.061279          
2         , 8388608   , 416.916992          
2         , 8388608   , 416.451904          
2         , 8388608   , 420.546875          
2         , 8388608   , 414.006104          
2         , 8388608   , 423.197021          
2         , 8388608   , 413.076904          
2         , 8388608   , 414.470947          
2         , 8388608   , 415.322998          
2         , 8388608   , 419.629150          
2         , 8388608   , 417.689209          
2         , 8388608   , 412.166992          
2         , 8388608   , 411.884766          
2         , 8388608   , 419.615967          
2         , 8388608   , 427.206055          
2         , 8388608   , 420.777832          
2         , 8388608   , 418.584229          
2         , 8388608   , 415.777100          
2         , 8388608   , 421.944336          
2         , 8388608   , 415.421875          
2         , 8388608   , 409.460205          
2         , 8388608   , 421.710938          
2         , 8388608   , 419.496094          
3         , 8388608   , 568.277832          
3         , 8388608   , 551.152832          
3         , 8388608   , 537.868164          
3         , 8388608   , 553.864990          
3         , 8388608   , 556.708984          
3         , 8388608   , 544.683350          
3         , 8388608   , 560.862061          
3         , 8388608   , 567.124023          
3         , 8388608   , 551.151855          
3         , 8388608   , 546.047119          
3         , 8388608   , 529.703125          
3         , 8388608   , 524.239014          
3         , 8388608   , 542.331055          
3         , 8388608   , 546.898926          
3         , 8388608   , 543.807861          
3         , 8388608   , 563.420166          
3         , 8388608   , 551.858887          
3         , 8388608   , 559.238037          
3         , 8388608   , 566.291992          
3         , 8388608   , 541.625000          
3         , 8388608   , 543.282959          
3         , 8388608   , 560.229248          
3         , 8388608   , 558.568848          
3         , 8388608   , 552.253906          
3         , 8388608   , 544.864014          
4         , 8388608   , 522.804932          
4         , 8388608   , 496.420166          
4         , 8388608   , 492.544189          
4         , 8388608   , 491.127930          
4         , 8388608   , 481.800049          
4         , 8388608   , 506.427979          
4         , 8388608   , 492.483643          
4         , 8388608   , 508.808838          
4         , 8388608   , 503.313965          
4         , 8388608   , 495.555176          
4         , 8388608   , 497.806152          
4         , 8388608   , 488.276855          
4         , 8388608   , 495.804932          
4         , 8388608   , 494.183838          
4         , 8388608   , 498.251221          
4         , 8388608   , 505.125000          
4         , 8388608   , 496.854980          
4         , 8388608   , 501.326172          
4         , 8388608   , 492.755859          
4         , 8388608   , 502.417725          
4         , 8388608   , 494.785156          
4         , 8388608   , 490.681152          
4         , 8388608   , 491.346191          
4         , 8388608   , 486.800293          
4         , 8388608   , 492.311768          
