1       ,1.000000  ,64      ,25.520042           
1       ,1.000000  ,64      ,21.351694           
1       ,1.000000  ,64      ,22.300087           
2       ,1.000000  ,64      ,28.521084           
2       ,1.000000  ,64      ,32.767101           
2       ,1.000000  ,64      ,27.726812           
3       ,1.000000  ,64      ,41.059074           
3       ,1.000000  ,64      ,40.225142           
3       ,1.000000  ,64      ,42.987148           
4       ,1.000000  ,64      ,63.392933           
4       ,1.000000  ,64      ,57.084930           
4       ,1.000000  ,64      ,60.890976           
1       ,1.000000  ,128     ,47.341194           
1       ,1.000000  ,128     ,47.818991           
1       ,1.000000  ,128     ,49.371109           
2       ,1.000000  ,128     ,40.634001           
2       ,1.000000  ,128     ,39.715948           
2       ,1.000000  ,128     ,40.336063           
3       ,1.000000  ,128     ,46.910122           
3       ,1.000000  ,128     ,46.925930           
3       ,1.000000  ,128     ,51.414953           
4       ,1.000000  ,128     ,70.206844           
4       ,1.000000  ,128     ,70.503942           
4       ,1.000000  ,128     ,68.339775           
1       ,1.000000  ,256     ,164.322134          
1       ,1.000000  ,256     ,165.081907          
1       ,1.000000  ,256     ,176.407967          
2       ,1.000000  ,256     ,103.425993          
2       ,1.000000  ,256     ,106.124157          
2       ,1.000000  ,256     ,102.829842          
3       ,1.000000  ,256     ,85.306065           
3       ,1.000000  ,256     ,86.364887           
3       ,1.000000  ,256     ,85.188171           
4       ,1.000000  ,256     ,118.907837          
4       ,1.000000  ,256     ,116.180841          
4       ,1.000000  ,256     ,117.988232          
1       ,1.000000  ,512     ,614.408014          
1       ,1.000000  ,512     ,608.147783          
1       ,1.000000  ,512     ,599.010035          
2       ,1.000000  ,512     ,342.273920          
2       ,1.000000  ,512     ,345.317232          
2       ,1.000000  ,512     ,340.418947          
3       ,1.000000  ,512     ,245.079084          
3       ,1.000000  ,512     ,253.320940          
3       ,1.000000  ,512     ,244.430984          
4       ,1.000000  ,512     ,240.453018          
4       ,1.000000  ,512     ,239.893856          
4       ,1.000000  ,512     ,241.378164          
1       ,1.000000  ,1024    ,2392.845949         
1       ,1.000000  ,1024    ,2402.923157         
1       ,1.000000  ,1024    ,2398.987091         
2       ,1.000000  ,1024    ,1313.256857         
2       ,1.000000  ,1024    ,1312.806017         
2       ,1.000000  ,1024    ,1302.392891         
3       ,1.000000  ,1024    ,887.709801          
3       ,1.000000  ,1024    ,879.363071          
3       ,1.000000  ,1024    ,885.214928          
4       ,1.000000  ,1024    ,735.748100          
4       ,1.000000  ,1024    ,737.046942          
4       ,1.000000  ,1024    ,739.282759          
1       ,1.000000  ,2048    ,9427.626211         
1       ,1.000000  ,2048    ,9455.931971         
1       ,1.000000  ,2048    ,9632.488876         
2       ,1.000000  ,2048    ,5208.624849         
2       ,1.000000  ,2048    ,5148.482944         
2       ,1.000000  ,2048    ,5153.815069         
3       ,1.000000  ,2048    ,3408.834894         
3       ,1.000000  ,2048    ,3414.943184         
3       ,1.000000  ,2048    ,3423.196062         
4       ,1.000000  ,2048    ,2739.392973         
4       ,1.000000  ,2048    ,2743.698046         
4       ,1.000000  ,2048    ,2730.818964         
