Affinity  , Usage     , # nodes   , time                
4         , 1.000000  , 4194304   , 3885.644043         
4         , 1.000000  , 4194304   , 3186.013916         
4         , 1.000000  , 4194304   , 3898.716797         
4         , 1.000000  , 4194304   , 3370.287842         
4         , 1.000000  , 4194304   , 3580.829834         
4         , 1.000000  , 4194304   , 3425.641113         
4         , 1.000000  , 4194304   , 3916.792969         
4         , 1.000000  , 4194304   , 3203.425049         
4         , 1.000000  , 4194304   , 3376.501953         
4         , 1.000000  , 4194304   , 3721.812012         
4         , 1.000000  , 4194304   , 3518.416016         
4         , 1.000000  , 4194304   , 3773.667725         
4         , 1.000000  , 4194304   , 3899.081787         
4         , 1.000000  , 4194304   , 3163.958984         
4         , 1.000000  , 4194304   , 3791.053223         
4         , 1.000000  , 4194304   , 3276.292236         
4         , 1.000000  , 4194304   , 3538.083984         
4         , 1.000000  , 4194304   , 3944.840088         
4         , 1.000000  , 4194304   , 3176.698975         
4         , 1.000000  , 4194304   , 4043.406006         
4         , 1.000000  , 4194304   , 3482.578857         
4         , 1.000000  , 4194304   , 3513.542969         
4         , 1.000000  , 4194304   , 4152.524902         
4         , 1.000000  , 4194304   , 3881.046143         
1         , 1.000000  , 8388608   , 2598.572021         
1         , 1.000000  , 8388608   , 2226.510010         
1         , 1.000000  , 8388608   , 3252.549805         
1         , 1.000000  , 8388608   , 2706.328857         
1         , 1.000000  , 8388608   , 2625.908203         
1         , 1.000000  , 8388608   , 2874.044922         
1         , 1.000000  , 8388608   , 2327.325195         
1         , 1.000000  , 8388608   , 3266.763184         
1         , 1.000000  , 8388608   , 2254.659912         
1         , 1.000000  , 8388608   , 2820.062012         
1         , 1.000000  , 8388608   , 2653.398926         
1         , 1.000000  , 8388608   , 2687.599121         
1         , 1.000000  , 8388608   , 2233.355957         
1         , 1.000000  , 8388608   , 3018.239014         
1         , 1.000000  , 8388608   , 2210.136963         
1         , 1.000000  , 8388608   , 2830.591064         
1         , 1.000000  , 8388608   , 2226.216064         
1         , 1.000000  , 8388608   , 2214.853027         
1         , 1.000000  , 8388608   , 2638.909180         
1         , 1.000000  , 8388608   , 2297.016846         
1         , 1.000000  , 8388608   , 2266.214111         
1         , 1.000000  , 8388608   , 2219.982910         
1         , 1.000000  , 8388608   , 2807.597168         
1         , 1.000000  , 8388608   , 3093.164795         
1         , 1.000000  , 8388608   , 2234.288086         
2         , 1.000000  , 8388608   , 2393.944092         
2         , 1.000000  , 8388608   , 2561.403809         
2         , 1.000000  , 8388608   , 3198.175781         
2         , 1.000000  , 8388608   , 2487.907227         
2         , 1.000000  , 8388608   , 2404.113037         
2         , 1.000000  , 8388608   , 2888.049072         
2         , 1.000000  , 8388608   , 2415.203613         
2         , 1.000000  , 8388608   , 2865.599121         
2         , 1.000000  , 8388608   , 2868.442139         
2         , 1.000000  , 8388608   , 2850.949951         
2         , 1.000000  , 8388608   , 2417.153809         
2         , 1.000000  , 8388608   , 2478.867188         
2         , 1.000000  , 8388608   , 2419.417236         
2         , 1.000000  , 8388608   , 2398.818115         
2         , 1.000000  , 8388608   , 2406.707764         
2         , 1.000000  , 8388608   , 2846.303955         
2         , 1.000000  , 8388608   , 3017.499023         
2         , 1.000000  , 8388608   , 2428.494873         
2         , 1.000000  , 8388608   , 2467.051270         
2         , 1.000000  , 8388608   , 2373.236084         
2         , 1.000000  , 8388608   , 2369.282959         
2         , 1.000000  , 8388608   , 2845.644043         
2         , 1.000000  , 8388608   , 2823.116943         
2         , 1.000000  , 8388608   , 2407.212158         
2         , 1.000000  , 8388608   , 2864.475830         
3         , 1.000000  , 8388608   , 3103.705078         
3         , 1.000000  , 8388608   , 3041.663086         
3         , 1.000000  , 8388608   , 3166.715088         
3         , 1.000000  , 8388608   , 4133.440918         
3         , 1.000000  , 8388608   , 3553.977783         
3         , 1.000000  , 8388608   , 3513.984131         
3         , 1.000000  , 8388608   , 3893.855957         
3         , 1.000000  , 8388608   , 3053.217285         
3         , 1.000000  , 8388608   , 3411.786621         
3         , 1.000000  , 8388608   , 3791.748047         
3         , 1.000000  , 8388608   , 3408.881348         
3         , 1.000000  , 8388608   , 3414.821777         
3         , 1.000000  , 8388608   , 3438.751953         
3         , 1.000000  , 8388608   , 3425.783691         
3         , 1.000000  , 8388608   , 3085.045166         
3         , 1.000000  , 8388608   , 3269.717041         
3         , 1.000000  , 8388608   , 3041.788818         
3         , 1.000000  , 8388608   , 3436.910889         
3         , 1.000000  , 8388608   , 3217.973877         
3         , 1.000000  , 8388608   , 3788.113037         
3         , 1.000000  , 8388608   , 3831.180908         
3         , 1.000000  , 8388608   , 3209.100830         
3         , 1.000000  , 8388608   , 3118.760986         
3         , 1.000000  , 8388608   , 3396.781738         
3         , 1.000000  , 8388608   , 3531.020020         
4         , 1.000000  , 8388608   , 3999.007812         
4         , 1.000000  , 8388608   , 4410.616943         
4         , 1.000000  , 8388608   , 3871.640869         
4         , 1.000000  , 8388608   , 3828.150879         
4         , 1.000000  , 8388608   , 4089.067139         
4         , 1.000000  , 8388608   , 3846.903076         
4         , 1.000000  , 8388608   , 3867.552002         
4         , 1.000000  , 8388608   , 3868.536865         
4         , 1.000000  , 8388608   , 4217.299805         
4         , 1.000000  , 8388608   , 4026.725830         
4         , 1.000000  , 8388608   , 4642.175781         
4         , 1.000000  , 8388608   , 3921.077148         
4         , 1.000000  , 8388608   , 4051.518799         
4         , 1.000000  , 8388608   , 3944.074707         
4         , 1.000000  , 8388608   , 3957.894043         
4         , 1.000000  , 8388608   , 3883.603027         
4         , 1.000000  , 8388608   , 3851.945068         
4         , 1.000000  , 8388608   , 4276.032959         
4         , 1.000000  , 8388608   , 4443.016113         
4         , 1.000000  , 8388608   , 4301.328125         
4         , 1.000000  , 8388608   , 4166.902100         
4         , 1.000000  , 8388608   , 4103.658203         
4         , 1.000000  , 8388608   , 4314.489990         
4         , 1.000000  , 8388608   , 3867.029053         
4         , 1.000000  , 8388608   , 3796.357910         
1         , 1.000000  , 16777216  , 4527.798096         
1         , 1.000000  , 16777216  , 3909.445068         
1         , 1.000000  , 16777216  , 3878.709961         
1         , 1.000000  , 16777216  , 4082.316162         
1         , 1.000000  , 16777216  , 4397.012939         
1         , 1.000000  , 16777216  , 4003.479004         
1         , 1.000000  , 16777216  , 4473.766113         
1         , 1.000000  , 16777216  , 3981.683105         
1         , 1.000000  , 16777216  , 4729.473145         
1         , 1.000000  , 16777216  , 4440.418945         
1         , 1.000000  , 16777216  , 4039.274902         
1         , 1.000000  , 16777216  , 3809.528809         
1         , 1.000000  , 16777216  , 4423.625000         
1         , 1.000000  , 16777216  , 4057.260010         
1         , 1.000000  , 16777216  , 4749.117920         
1         , 1.000000  , 16777216  , 4006.301025         
1         , 1.000000  , 16777216  , 3886.036133         
1         , 1.000000  , 16777216  , 3932.198975         
1         , 1.000000  , 16777216  , 3849.798828         
1         , 1.000000  , 16777216  , 3939.847900         
1         , 1.000000  , 16777216  , 3889.802979         
1         , 1.000000  , 16777216  , 3951.130127         
1         , 1.000000  , 16777216  , 4530.759033         
1         , 1.000000  , 16777216  , 4451.015869         
1         , 1.000000  , 16777216  , 4043.808838         
2         , 1.000000  , 16777216  , 4096.259277         
2         , 1.000000  , 16777216  , 4317.203125         
2         , 1.000000  , 16777216  , 3891.539062         
2         , 1.000000  , 16777216  , 4112.687988         
2         , 1.000000  , 16777216  , 4135.360840         
2         , 1.000000  , 16777216  , 3585.324951         
2         , 1.000000  , 16777216  , 4057.781982         
2         , 1.000000  , 16777216  , 4490.924072         
2         , 1.000000  , 16777216  , 3818.750732         
2         , 1.000000  , 16777216  , 4356.688965         
2         , 1.000000  , 16777216  , 3773.285889         
2         , 1.000000  , 16777216  , 4236.288818         
2         , 1.000000  , 16777216  , 4507.198975         
2         , 1.000000  , 16777216  , 3628.614990         
2         , 1.000000  , 16777216  , 3613.796143         
2         , 1.000000  , 16777216  , 4130.628174         
2         , 1.000000  , 16777216  , 4043.925781         
2         , 1.000000  , 16777216  , 3579.137939         
2         , 1.000000  , 16777216  , 4252.322754         
2         , 1.000000  , 16777216  , 3570.295654         
2         , 1.000000  , 16777216  , 3619.446045         
2         , 1.000000  , 16777216  , 4651.276123         
2         , 1.000000  , 16777216  , 3575.982666         
2         , 1.000000  , 16777216  , 4320.481934         
2         , 1.000000  , 16777216  , 3697.614014         
3         , 1.000000  , 16777216  , 4620.672852         
3         , 1.000000  , 16777216  , 4450.565918         
3         , 1.000000  , 16777216  , 4267.915039         
3         , 1.000000  , 16777216  , 4348.797119         
3         , 1.000000  , 16777216  , 4106.728027         
3         , 1.000000  , 16777216  , 4808.244141         
3         , 1.000000  , 16777216  , 4592.777100         
3         , 1.000000  , 16777216  , 4077.613770         
3         , 1.000000  , 16777216  , 4008.934082         
3         , 1.000000  , 16777216  , 4582.420654         
3         , 1.000000  , 16777216  , 4656.857910         
3         , 1.000000  , 16777216  , 4409.343994         
3         , 1.000000  , 16777216  , 5347.056152         
3         , 1.000000  , 16777216  , 4597.716064         
3         , 1.000000  , 16777216  , 4968.567139         
3         , 1.000000  , 16777216  , 4619.760010         
3         , 1.000000  , 16777216  , 4569.917969         
3         , 1.000000  , 16777216  , 4024.540039         
3         , 1.000000  , 16777216  , 4101.259766         
3         , 1.000000  , 16777216  , 4226.604980         
3         , 1.000000  , 16777216  , 4665.242920         
3         , 1.000000  , 16777216  , 4223.774902         
3         , 1.000000  , 16777216  , 4061.630859         
3         , 1.000000  , 16777216  , 4032.978027         
3         , 1.000000  , 16777216  , 4194.475098         
4         , 1.000000  , 16777216  , 5507.840088         
4         , 1.000000  , 16777216  , 4912.958984         
4         , 1.000000  , 16777216  , 4905.185791         
4         , 1.000000  , 16777216  , 4960.656982         
4         , 1.000000  , 16777216  , 5353.274902         
4         , 1.000000  , 16777216  , 6218.103271         
4         , 1.000000  , 16777216  , 4871.630859         
4         , 1.000000  , 16777216  , 5383.346191         
4         , 1.000000  , 16777216  , 5893.892090         
4         , 1.000000  , 16777216  , 4852.443848         
4         , 1.000000  , 16777216  , 5356.528809         
4         , 1.000000  , 16777216  , 5956.402832         
4         , 1.000000  , 16777216  , 4883.468262         
4         , 1.000000  , 16777216  , 4889.224854         
4         , 1.000000  , 16777216  , 5559.971191         
4         , 1.000000  , 16777216  , 5003.681885         
4         , 1.000000  , 16777216  , 4925.747070         
4         , 1.000000  , 16777216  , 4923.164795         
4         , 1.000000  , 16777216  , 4929.023193         
4         , 1.000000  , 16777216  , 4871.028809         
4         , 1.000000  , 16777216  , 4894.520020         
4         , 1.000000  , 16777216  , 4849.976074         
4         , 1.000000  , 16777216  , 5503.389893         
4         , 1.000000  , 16777216  , 5491.898926         
4         , 1.000000  , 16777216  , 4900.123779         
