1       ,1.000000  ,64      ,125.363770          
1       ,1.000000  ,64      ,131.428955          
1       ,1.000000  ,64      ,125.199951          
2       ,1.000000  ,64      ,166.268066          
2       ,1.000000  ,64      ,159.406982          
2       ,1.000000  ,64      ,166.043945          
3       ,1.000000  ,64      ,234.884033          
3       ,1.000000  ,64      ,231.071777          
3       ,1.000000  ,64      ,234.301758          
4       ,1.000000  ,64      ,287.302002          
4       ,1.000000  ,64      ,290.302979          
4       ,1.000000  ,64      ,287.433105          
1       ,1.000000  ,128     ,294.585938          
1       ,1.000000  ,128     ,296.045898          
1       ,1.000000  ,128     ,297.518066          
2       ,1.000000  ,128     ,231.009033          
2       ,1.000000  ,128     ,234.687012          
2       ,1.000000  ,128     ,234.333008          
3       ,1.000000  ,128     ,288.000244          
3       ,1.000000  ,128     ,287.450195          
3       ,1.000000  ,128     ,284.236084          
4       ,1.000000  ,128     ,338.987061          
4       ,1.000000  ,128     ,346.531982          
4       ,1.000000  ,128     ,340.854980          
1       ,1.000000  ,256     ,1040.370850         
1       ,1.000000  ,256     ,1029.702148         
1       ,1.000000  ,256     ,1451.860107         
2       ,1.000000  ,256     ,562.214844          
2       ,1.000000  ,256     ,554.161133          
2       ,1.000000  ,256     ,553.407959          
3       ,1.000000  ,256     ,504.166016          
3       ,1.000000  ,256     ,481.797852          
3       ,1.000000  ,256     ,486.760986          
4       ,1.000000  ,256     ,513.482178          
4       ,1.000000  ,256     ,528.180908          
4       ,1.000000  ,256     ,514.954102          
1       ,1.000000  ,512     ,3879.876953         
1       ,1.000000  ,512     ,4786.838135         
1       ,1.000000  ,512     ,3862.045898         
2       ,1.000000  ,512     ,2137.580078         
2       ,1.000000  ,512     ,1774.217041         
2       ,1.000000  ,512     ,1722.579834         
3       ,1.000000  ,512     ,1237.136230         
3       ,1.000000  ,512     ,1222.765137         
3       ,1.000000  ,512     ,1373.019043         
4       ,1.000000  ,512     ,1280.833008         
4       ,1.000000  ,512     ,1390.569824         
4       ,1.000000  ,512     ,1064.577148         
1       ,1.000000  ,1024    ,17944.537842        
1       ,1.000000  ,1024    ,15960.839844        
1       ,1.000000  ,1024    ,15442.371338        
2       ,1.000000  ,1024    ,6650.170898         
2       ,1.000000  ,1024    ,6648.892822         
2       ,1.000000  ,1024    ,6659.103027         
3       ,1.000000  ,1024    ,5116.239990         
3       ,1.000000  ,1024    ,4209.864014         
3       ,1.000000  ,1024    ,4226.247070         
4       ,1.000000  ,1024    ,3719.540283         
4       ,1.000000  ,1024    ,3423.328857         
4       ,1.000000  ,1024    ,3467.289062         
1       ,1.000000  ,2048    ,65365.444824        
1       ,1.000000  ,2048    ,64379.909912        
1       ,1.000000  ,2048    ,62242.488770        
2       ,1.000000  ,2048    ,25594.060059        
2       ,1.000000  ,2048    ,27873.495850        
2       ,1.000000  ,2048    ,25755.134766        
3       ,1.000000  ,2048    ,16519.894043        
3       ,1.000000  ,2048    ,16746.272949        
3       ,1.000000  ,2048    ,19802.266846        
4       ,1.000000  ,2048    ,12872.693848        
4       ,1.000000  ,2048    ,12687.575195        
4       ,1.000000  ,2048    ,13714.555176        
