1         ,128     ,857.729078          
1         ,128     ,849.576029          
1         ,128     ,842.356960          
1         ,128     ,858.105122          
1         ,128     ,843.403982          
2         ,128     ,1315.108944         
2         ,128     ,1295.507311         
2         ,128     ,1343.441957         
2         ,128     ,1307.626846         
2         ,128     ,1305.675943         
3         ,128     ,1908.773781         
3         ,128     ,2378.041143         
3         ,128     ,1898.303957         
3         ,128     ,1885.891083         
3         ,128     ,1898.108019         
4         ,128     ,2417.644949         
4         ,128     ,2574.918127         
4         ,128     ,2441.226894         
4         ,128     ,2841.495159         
4         ,128     ,2427.525103         
1         ,256     ,1783.122171         
1         ,256     ,1763.232944         
1         ,256     ,1774.998978         
1         ,256     ,1758.107960         
1         ,256     ,1786.039003         
2         ,256     ,2802.747078         
2         ,256     ,2761.745882         
2         ,256     ,2772.033953         
2         ,256     ,2762.771740         
2         ,256     ,2760.208212         
3         ,256     ,3898.092045         
3         ,256     ,4017.285797         
3         ,256     ,3993.772041         
3         ,256     ,3893.443169         
3         ,256     ,3895.600918         
4         ,256     ,5014.958160         
4         ,256     ,5061.770941         
4         ,256     ,4991.930027         
4         ,256     ,4998.292055         
4         ,256     ,5532.574106         
1         ,384     ,2668.219036         
1         ,384     ,2683.470102         
1         ,384     ,2698.966059         
1         ,384     ,2673.801802         
1         ,384     ,2662.554119         
2         ,384     ,4173.111818         
2         ,384     ,4277.398745         
2         ,384     ,4813.109781         
2         ,384     ,4114.415831         
2         ,384     ,4072.800835         
3         ,384     ,6129.042154         
3         ,384     ,5894.795273         
3         ,384     ,5881.281858         
3         ,384     ,6749.479914         
3         ,384     ,5860.811884         
4         ,384     ,7686.894972         
4         ,384     ,8490.634941         
4         ,384     ,7635.826069         
4         ,384     ,7605.670935         
4         ,384     ,8508.675966         
1         ,512     ,3535.093180         
1         ,512     ,3508.879799         
1         ,512     ,3499.126854         
1         ,512     ,3530.029766         
1         ,512     ,3501.502150         
2         ,512     ,5485.959986         
2         ,512     ,5441.036055         
2         ,512     ,5548.736866         
2         ,512     ,5453.929926         
2         ,512     ,5445.170008         
3         ,512     ,8011.898993         
3         ,512     ,7783.130112         
3         ,512     ,7765.770079         
3         ,512     ,8004.446098         
3         ,512     ,9604.808832         
4         ,512     ,10271.841906        
4         ,512     ,10100.819944        
4         ,512     ,10179.636076        
4         ,512     ,12034.577990        
4         ,512     ,11766.392021        
1         ,640     ,4420.794991         
1         ,640     ,5715.138803         
1         ,640     ,4462.165993         
1         ,640     ,4405.328913         
1         ,640     ,4424.624828         
2         ,640     ,9215.945938         
2         ,640     ,11446.356974        
2         ,640     ,9215.565836         
2         ,640     ,9086.227940         
2         ,640     ,9121.591806         
3         ,640     ,13444.489050        
3         ,640     ,12180.938025        
3         ,640     ,12291.255053        
3         ,640     ,12244.229958        
3         ,640     ,12100.862017        
4         ,640     ,15072.134991        
4         ,640     ,14931.861824        
4         ,640     ,16038.085913        
4         ,640     ,15043.520899        
4         ,640     ,15050.863955        
1         ,768     ,5338.142792         
1         ,768     ,5470.621134         
1         ,768     ,5343.512119         
1         ,768     ,5311.313791         
1         ,768     ,8202.814018         
2         ,768     ,10962.010796        
2         ,768     ,10969.285126        
2         ,768     ,10970.230715        
2         ,768     ,11076.796078        
2         ,768     ,10957.549988        
3         ,768     ,14480.700115        
3         ,768     ,14527.714911        
3         ,768     ,16008.113054        
3         ,768     ,15336.443876        
3         ,768     ,15575.006016        
4         ,768     ,20586.584850        
4         ,768     ,21623.947186        
4         ,768     ,17743.637974        
4         ,768     ,20450.052101        
4         ,768     ,19126.679291        
1         ,896     ,6236.976797         
1         ,896     ,6229.309950         
1         ,896     ,6205.673313         
1         ,896     ,6321.374207         
1         ,896     ,6218.420876         
2         ,896     ,16106.118916        
2         ,896     ,12877.659079        
2         ,896     ,12826.491999        
2         ,896     ,12992.654999        
2         ,896     ,16205.090925        
3         ,896     ,17231.215866        
3         ,896     ,17197.860943        
3         ,896     ,17073.716246        
3         ,896     ,20302.779976        
3         ,896     ,17093.720812        
4         ,896     ,21246.785009        
4         ,896     ,20901.162041        
4         ,896     ,24177.211121        
4         ,896     ,23463.245987        
4         ,896     ,21003.852839        
1         ,1024    ,7171.734039         
1         ,1024    ,7180.517052         
1         ,1024    ,7108.278135         
1         ,1024    ,7172.680952         
1         ,1024    ,7215.516981         
2         ,1024    ,14761.486917        
2         ,1024    ,14675.709944        
2         ,1024    ,14570.526220        
2         ,1024    ,14834.672039        
2         ,1024    ,14607.160969        
3         ,1024    ,19765.467812        
3         ,1024    ,19713.867855        
3         ,1024    ,23442.280153        
3         ,1024    ,19685.961891        
3         ,1024    ,19714.956108        
4         ,1024    ,24445.761087        
4         ,1024    ,24259.901134        
4         ,1024    ,24191.421078        
4         ,1024    ,26166.772913        
4         ,1024    ,24409.035040        
