# elements, time                
4096      , 0.071533            
4096      , 0.059082            
4096      , 0.061035            
4096      , 0.059814            
4096      , 0.060059            
4096      , 0.058838            
4096      , 0.056885            
4096      , 0.068848            
4096      , 0.060059            
4096      , 0.059082            
4096      , 0.059814            
4096      , 0.062988            
4096      , 0.060059            
4096      , 0.057861            
4096      , 0.066162            
4096      , 0.059082            
4096      , 0.058838            
4096      , 0.075928            
4096      , 0.058105            
4096      , 0.059814            
4096      , 0.059082            
4096      , 0.058105            
4096      , 0.058105            
4096      , 0.060059            
4096      , 0.060791            
8192      , 0.071045            
8192      , 0.070068            
8192      , 0.070801            
8192      , 0.070312            
8192      , 0.073242            
8192      , 0.070801            
8192      , 0.071045            
8192      , 0.070557            
8192      , 0.072266            
8192      , 0.071045            
8192      , 0.072021            
8192      , 0.069824            
8192      , 0.069092            
8192      , 0.070068            
8192      , 0.071045            
8192      , 0.071289            
8192      , 0.071045            
8192      , 0.070801            
8192      , 0.071045            
8192      , 0.070801            
8192      , 0.070312            
8192      , 0.070801            
8192      , 0.148926            
8192      , 0.070801            
8192      , 0.072021            
16384     , 0.111084            
16384     , 0.111084            
16384     , 0.109131            
16384     , 0.093750            
16384     , 0.110107            
16384     , 0.112061            
16384     , 0.092529            
16384     , 0.094238            
16384     , 0.109619            
16384     , 0.270020            
16384     , 0.112061            
16384     , 0.112061            
16384     , 0.093750            
16384     , 0.113525            
16384     , 0.111572            
16384     , 0.094971            
16384     , 0.093994            
16384     , 0.094971            
16384     , 0.093994            
16384     , 0.117920            
16384     , 0.111328            
16384     , 0.110107            
16384     , 0.093018            
16384     , 0.110107            
16384     , 0.113037            
32768     , 0.108887            
32768     , 0.125977            
32768     , 0.127197            
32768     , 0.091309            
32768     , 0.108154            
32768     , 0.125977            
32768     , 0.089355            
32768     , 0.128174            
32768     , 0.125977            
32768     , 0.090820            
32768     , 0.125000            
32768     , 0.109863            
32768     , 0.108887            
32768     , 0.090088            
32768     , 0.126221            
32768     , 0.125977            
32768     , 0.127197            
32768     , 0.089111            
32768     , 0.126221            
32768     , 0.127197            
32768     , 0.125977            
32768     , 0.125000            
32768     , 0.125977            
32768     , 0.114746            
32768     , 0.109131            
65536     , 0.144043            
65536     , 0.123047            
65536     , 0.122070            
65536     , 0.145020            
65536     , 0.127930            
65536     , 0.123047            
65536     , 0.145752            
65536     , 0.146729            
65536     , 0.136963            
65536     , 0.128906            
65536     , 0.130371            
65536     , 0.151123            
65536     , 0.119141            
65536     , 0.120850            
65536     , 0.124023            
65536     , 0.146240            
65536     , 0.151123            
65536     , 0.129150            
65536     , 0.145996            
65536     , 0.125000            
65536     , 0.151123            
65536     , 0.126709            
65536     , 0.145264            
65536     , 0.142822            
65536     , 0.145508            
131072    , 0.203125            
131072    , 0.188965            
131072    , 0.367920            
131072    , 0.188965            
131072    , 0.216064            
131072    , 0.193848            
131072    , 0.193848            
131072    , 0.192871            
131072    , 0.194336            
131072    , 0.250977            
131072    , 0.212891            
131072    , 0.187744            
131072    , 0.186279            
131072    , 0.191895            
131072    , 0.193115            
131072    , 0.184082            
131072    , 0.190186            
131072    , 0.193848            
131072    , 0.192871            
131072    , 0.177490            
131072    , 0.382568            
131072    , 0.191895            
131072    , 0.187988            
131072    , 0.191406            
131072    , 0.189209            
262144    , 0.345947            
262144    , 0.343994            
262144    , 0.347656            
262144    , 0.352783            
262144    , 0.330566            
262144    , 0.334961            
262144    , 0.333740            
262144    , 0.348145            
262144    , 0.339844            
262144    , 0.345947            
262144    , 0.342041            
262144    , 0.344482            
262144    , 0.346191            
262144    , 0.345215            
262144    , 0.500977            
262144    , 0.344971            
262144    , 0.354004            
262144    , 0.338867            
262144    , 0.333008            
262144    , 0.343750            
262144    , 0.538818            
262144    , 0.344482            
262144    , 0.337158            
262144    , 0.345215            
262144    , 0.342285            
524288    , 0.559082            
524288    , 0.563232            
524288    , 0.572021            
524288    , 0.560303            
524288    , 0.570068            
524288    , 0.565430            
524288    , 0.570068            
524288    , 0.560303            
524288    , 0.562988            
524288    , 0.560303            
524288    , 0.559082            
524288    , 0.558838            
524288    , 0.564697            
524288    , 0.557129            
524288    , 0.563477            
524288    , 0.561035            
524288    , 0.563965            
524288    , 0.563232            
524288    , 0.573975            
524288    , 0.573975            
524288    , 0.563965            
524288    , 0.564697            
524288    , 0.560059            
524288    , 0.567139            
524288    , 0.564941            
