128     ,4.193115            
128     ,3.576904            
128     ,3.981201            
128     ,3.617920            
128     ,3.570068            
256     ,12.656006           
256     ,12.559814           
256     ,11.779053           
256     ,12.937256           
256     ,12.677979           
384     ,30.394043           
384     ,30.395996           
384     ,29.420166           
384     ,30.521973           
384     ,30.924072           
512     ,62.830078           
512     ,62.559082           
512     ,62.929688           
512     ,62.548828           
512     ,61.534180           
640     ,113.488037          
640     ,113.416992          
640     ,113.602051          
640     ,112.592041          
640     ,113.543945          
768     ,188.450195          
768     ,189.198975          
768     ,188.208008          
768     ,188.406006          
768     ,188.317139          
896     ,291.305908          
896     ,291.823730          
896     ,291.509277          
896     ,291.228027          
896     ,290.769043          
1024    ,427.675049          
1024    ,429.575195          
1024    ,428.026855          
1024    ,427.618896          
1024    ,427.708008          
128     ,3.440186            
256     ,6.137939            
128     ,2.432129            
128     ,2.713867            
128     ,2.231201            
128     ,2.272217            
128     ,2.249023            
128     ,2.243896            
128     ,2.271973            
