1         ,128     ,5489.535889         
1         ,128     ,6340.741943         
1         ,128     ,5281.291992         
1         ,128     ,5041.870117         
1         ,128     ,4916.224854         
2         ,128     ,10222.382080        
2         ,128     ,7651.991211         
2         ,128     ,6044.329834         
2         ,128     ,8314.635986         
2         ,128     ,7981.824951         
3         ,128     ,13337.963135        
3         ,128     ,10475.427002        
3         ,128     ,8385.726807         
3         ,128     ,8475.697021         
3         ,128     ,9592.697021         
4         ,128     ,13408.953857        
4         ,128     ,14734.208252        
4         ,128     ,11887.948975        
4         ,128     ,14935.898193        
4         ,128     ,13382.876953        
1         ,256     ,12593.474121        
1         ,256     ,8181.572266         
1         ,256     ,9517.954102         
1         ,256     ,12897.253174        
1         ,256     ,8861.169922         
2         ,256     ,12910.749756        
2         ,256     ,18650.802002        
2         ,256     ,12087.083252        
2         ,256     ,11873.753906        
2         ,256     ,18606.611084        
3         ,256     ,17653.266113        
3         ,256     ,15188.322998        
3         ,256     ,15468.435059        
3         ,256     ,24643.691162        
3         ,256     ,18897.796143        
4         ,256     ,20129.715088        
4         ,256     ,19481.013916        
4         ,256     ,26346.719971        
4         ,256     ,26540.452881        
4         ,256     ,18269.354004        
1         ,384     ,14168.350098        
1         ,384     ,14600.356934        
1         ,384     ,22388.538818        
1         ,384     ,20819.745117        
1         ,384     ,15597.597168        
2         ,384     ,18001.394043        
2         ,384     ,20386.439209        
2         ,384     ,18380.125977        
2         ,384     ,18040.100098        
2         ,384     ,15212.191650        
3         ,384     ,20116.815918        
3         ,384     ,23009.303955        
3         ,384     ,25232.630859        
3         ,384     ,27622.307129        
3         ,384     ,31580.423096        
4         ,384     ,34391.853027        
4         ,384     ,42585.989990        
4         ,384     ,29442.787109        
4         ,384     ,28065.491943        
4         ,384     ,25925.967773        
1         ,512     ,23446.565674        
1         ,512     ,17176.702148        
1         ,512     ,26369.953857        
1         ,512     ,24445.382080        
1         ,512     ,21364.735107        
2         ,512     ,24460.517822        
2         ,512     ,28002.394043        
2         ,512     ,36991.674805        
2         ,512     ,36739.211914        
2         ,512     ,42893.649170        
3         ,512     ,32027.532959        
3         ,512     ,25998.459961        
3         ,512     ,31061.798828        
3         ,512     ,30745.496826        
3         ,512     ,44636.434082        
4         ,512     ,52869.741943        
4         ,512     ,53484.531250        
4         ,512     ,45006.525146        
4         ,512     ,45550.053955        
4         ,512     ,36625.574951        
1         ,640     ,25558.510986        
1         ,640     ,29351.175049        
1         ,640     ,26949.572998        
1         ,640     ,36356.934814        
1         ,640     ,25005.812988        
2         ,640     ,37988.215820        
2         ,640     ,39690.629883        
2         ,640     ,46796.909180        
2         ,640     ,40411.064941        
2         ,640     ,35241.152832        
3         ,640     ,49680.130859        
3         ,640     ,51094.956055        
3         ,640     ,51104.462891        
3         ,640     ,54104.112061        
3         ,640     ,46872.892090        
4         ,640     ,63292.521973        
4         ,640     ,57747.217041        
4         ,640     ,56869.157227        
4         ,640     ,55897.435059        
4         ,640     ,53888.026123        
1         ,768     ,28060.703125        
1         ,768     ,22573.617188        
1         ,768     ,28499.083008        
1         ,768     ,39062.422852        
1         ,768     ,36094.397217        
2         ,768     ,45925.503174        
2         ,768     ,46592.566895        
2         ,768     ,47370.956787        
2         ,768     ,38829.665039        
2         ,768     ,42891.583008        
3         ,768     ,65110.892090        
3         ,768     ,67074.740967        
3         ,768     ,53067.479980        
3         ,768     ,61072.723145        
3         ,768     ,51630.395996        
4         ,768     ,65589.026855        
4         ,768     ,80178.884033        
4         ,768     ,65647.607910        
4         ,768     ,79844.697021        
4         ,768     ,74177.187256        
1         ,896     ,29836.319824        
1         ,896     ,34904.751953        
1         ,896     ,31087.046143        
1         ,896     ,46467.801270        
1         ,896     ,33157.352051        
2         ,896     ,41934.851074        
2         ,896     ,41621.920898        
2         ,896     ,35348.804932        
2         ,896     ,40233.489990        
2         ,896     ,57161.207031        
3         ,896     ,75569.924805        
3         ,896     ,83152.491211        
3         ,896     ,75307.383057        
3         ,896     ,74045.994141        
3         ,896     ,81729.317871        
4         ,896     ,74953.419922        
4         ,896     ,79588.413086        
4         ,896     ,75870.438965        
4         ,896     ,77763.157959        
4         ,896     ,82637.179688        
1         ,1024    ,46925.968994        
1         ,1024    ,42124.252930        
1         ,1024    ,39326.170166        
1         ,1024    ,35378.083984        
1         ,1024    ,45096.596924        
2         ,1024    ,63968.076172        
2         ,1024    ,61685.467041        
2         ,1024    ,60095.127686        
2         ,1024    ,51778.785156        
2         ,1024    ,56745.354736        
3         ,1024    ,79780.864014        
3         ,1024    ,91148.645020        
3         ,1024    ,84279.240967        
3         ,1024    ,88744.918213        
3         ,1024    ,84719.173828        
4         ,1024    ,90660.973145        
4         ,1024    ,101332.414795       
4         ,1024    ,96552.861084        
4         ,1024    ,97377.900879        
4         ,1024    ,92569.542969        
2         ,128     ,10144.168213        
1         ,16      ,461.593262          
1         ,16      ,517.820068          
1         ,128     ,4952.964111         
