10000   , 119.013916          
10000   , 118.923828          
10000   , 119.019043          
10000   , 118.916016          
10000   , 118.984131          
20000   , 311.052246          
20000   , 310.917725          
20000   , 310.120850          
20000   , 311.303223          
20000   , 310.020996          
30000   , 546.720947          
30000   , 539.604980          
30000   , 547.270996          
30000   , 536.716064          
30000   , 549.173096          
40000   , 764.613770          
40000   , 757.882080          
40000   , 756.882080          
40000   , 753.771973          
40000   , 754.408691          
50000   , 998.114014          
50000   , 1000.938232         
50000   , 1007.792969         
50000   , 999.260742          
50000   , 1006.984863         
60000   , 1243.449707         
60000   , 1251.306152         
60000   , 1243.551025         
60000   , 1239.607178         
60000   , 1252.438965         
70000   , 1487.886963         
70000   , 1481.934082         
70000   , 1507.727783         
70000   , 1498.354248         
70000   , 1491.411133         
1000    , 0.044678            
10000   , 0.022949            
70000   , 203.843018          
70000   , 203.271973          
70000   , 203.256104          
70000   , 203.125977          
70000   , 203.182861          
