Size N    , Utilization U       , Affinity A, BlockNum B, ThreadsNum T        , Random X  , time (ms)           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 11.040968           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 11.103035           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 10.558146           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 11.287861           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 10.817959           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 15.345865           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 10.564844           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 10.884964           
32        , 1.000000            , 1         , 14        , 32                  , 1         , 10.391035           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.681177           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 12.725914           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 12.067955           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.447805           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 16.117954           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 10.819963           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 12.671965           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.306904           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 12.615198           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.238050           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 12.115044           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 15.335136           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.561863           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 12.215189           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 12.789013           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.798798           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.575085           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.748947           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 11.880795           
32        , 1.000000            , 1         , 15        , 32                  , 1         , 16.740986           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.460016           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.736193           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.352892           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.777895           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.164986           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 15.943964           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.331118           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.368803           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.006300           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.657017           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.326914           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.632921           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.441835           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.194086           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.812220           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.084059           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.332157           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 13.584234           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 11.288048           
32        , 1.000000            , 1         , 16        , 32                  , 1         , 12.716936           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.362860           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.020908           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 17.829922           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.009064           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 14.281017           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 14.119251           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.896866           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 15.538244           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 14.137884           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 14.811964           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 19.381010           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.250963           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.760033           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.255978           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.229731           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 12.747133           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 14.092829           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 12.931969           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.763306           
32        , 1.000000            , 1         , 17        , 32                  , 1         , 13.172134           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.097988           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.997961           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.737988           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.489834           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 15.510120           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.063137           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.179262           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.024958           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.206175           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.317877           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.135174           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.232777           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 13.813129           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 12.555016           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 13.012114           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.420135           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 17.808916           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 12.956205           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 14.720016           
32        , 1.000000            , 1         , 18        , 32                  , 1         , 18.308281           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 15.081278           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 16.304886           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 16.513006           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 15.312893           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 15.570837           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 15.268932           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 15.712950           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 13.781023           
